章节,文件,修改编号,修改前内容,修改后内容
第53章：规则、协议和边界,part5/5.53.md,008,是我们在自愿选择分出一部分时间与他人度过时感到的喜悦。,是我们在自愿选择分出一部分自我与对方共度时感到的喜悦。
第53章：规则、协议和边界,part5/5.53.md,009,看，我们又回到了《比尔和泰德[^12]》以及耶稣和释迦摩尼。,看，我们又回到了《比尔和泰德[^12]》以及耶稣和释迦牟尼。
第53章：规则、协议和边界,part5/5.53.md,010,> 3. 心照不宣：你们都以为对方知道自己答应了什么事，但是你其实从没有明确答应过。,> 3. 心照不宣：你们都以为自己知道对方认为你承诺了什么，但你其实从没有明确答应过。
第53章：规则、协议和边界,part5/5.53.md,011,早在2010年，卡西娅·沃西克-科雷亚（Kassia Wosick-Correa）就对300多人进行了调查，[[4\]](#_ftn4)发现其中39%的人,早在2010年，卡西娅·沃西克-科雷亚（Kassia Wosick-Correa）就对300多人进行了调查，[^4]发现其中39%的人
第53章：规则、协议和边界,part5/5.53.md,012,"反感类似于""允许""""限制""或 ""规则 ""等暗示对伴侣有某种程度控制的词汇。","反感类似于""允许""""限制""或""规则""等暗示对伴侣有某种程度控制的词汇。"
第53章：规则、协议和边界,part5/5.53.md,013,"他们困惑""你怎么能不承诺（commit）[[7\]](#_ftn7)于任何事情呢？""，然后我们的对话就陷入了原地打转。","他们困惑""你怎么能不承诺（commit）[^7]于任何事情呢？""，然后我们的对话就陷入了原地打转。"
第53章：规则、协议和边界,part5/5.53.md,014,原注：美国的早期心理学家卡尔·荣格（Carl Jung，1875-1961）断言，,原注：先驱心理学家卡尔·荣格（Carl Jung，1875-1961）断言，
第53章：规则、协议和边界,part5/5.53.md,015,值得注意的是，确定边界的终极手段，主要是退出。,值得注意的是，维护边界的终极手段，主要是退出。
第53章：规则、协议和边界,part5/5.53.md,016,我认为这是一种存在感的锻炼。,"我认为这是对""临在""（presence）的练习[^13]。（另于文末新增译注[^13]解释""临在""）"
第53章：规则、协议和边界,part5/5.53.md,017,我和谢莉在伦敦奥德维奇[^9]（Aldwych）的布什大楼[^10]（Bush House）对面找了一家咖啡馆，坐在里面一边喝咖啡，一边分吃一块蛋糕。这也是她的一次时光倒流之旅。,我和谢莉在伦敦奥德维奇[^9]（Aldwych）的布什大楼[^10]（Bush House）对面找了一家咖啡馆，坐在里面一边喝咖啡，一边分吃一块蛋糕。她从钱包里取出那张一直带在身上的纸，翻看着上面的要点。这也是她的一次时光倒流之旅。
第53章：规则、协议和边界,part5/5.53.md,019,但是，如果权力掌握在一个人、或者一部分人的手中，那这就成了规则。,但是，如果权力掌握在一个人、或仅掌握在部分受影响者手中，那这就成了规则。
第53章：规则、协议和边界,part5/5.53.md,021,甚至是那些在单偶制关系中没得商量的事情。,甚至是那些在单偶制关系中会被默认（想当然）的事情。
第53章：规则、协议和边界,part5/5.53.md,022,"让我们来谈谈与关系颇有关系的三件事：规则、协议和边界（rules, agreements and boundaries）。","让我们来谈谈三件彼此相关、且都与关系密切相关的事：规则、协议和边界（rules, agreements and boundaries）。"
第53章：规则、协议和边界,part5/5.53.md,024,使我们注定走向失败。 [^6],使我们注定走向失败。[^6]
第53章：规则、协议和边界,part5/5.53.md,025,也许不足为奇的是，许多CNM协议都是关于性关系和其他关系的——不足为奇的是，这是一个每个人都有自己特殊偏好的领域，而且来自大众文化的指导也较少。,也许不足为奇的是，许多CNM协议都是关于性关系和其他关系的——不足为奇，因为这是一个每个人都有自己特殊偏好的领域，而且来自大众文化的指导也较少。
第53章：规则、协议和边界,part5/5.53.md,026,但第三人要么必须同意，要么必须去找别人了。,"但第三人要么必须同意，要么就得另寻他处去""生养众多""了[^14]。（另于文末新增译注[^14]说明圣经典故）"
第53章：规则、协议和边界,part5/5.53.md,027,任何可能引来警察或社会服务部门找来的人,任何可能引来警察或社会服务部门上门的人
第53章：规则、协议和边界,part5/5.53.md,028,因为我们现在的亲近的朋友都来自非单偶制的圈子里。,因为我们现在许多亲密的朋友都来自非单偶制圈子里。
第53章：规则、协议和边界,part5/5.53.md,029,因此，每一个加入过的人，都知道我们是已婚伴侣，知道这是知情同意的，等等等等。,因此，每一个加入过的人，都知道我们处于什么位置，知道我们是已婚伴侣，知道这是知情同意的，等等等等。
第53章：规则、协议和边界,part5/5.53.md,030,把最好的给彼此（be awesome to each other）/ 把最优秀的给彼此（Be excellent to one another[^11]）,对彼此好（be awesome to each other）/ 对彼此好（Be excellent to one another[^11]）
第53章：规则、协议和边界,part5/5.53.md,031,以及耶稣和释迦牟尼。,以及拿撒勒的耶稣，也许还有释迦牟尼佛[^15]。（另于文末新增译注[^15]说明拿撒勒的耶稣）
第53章：规则、协议和边界,part5/5.53.md,032,讲述她和丈夫是如何用爱缔结了一份协议，使其关系受益良多。,讲述她和丈夫是如何用爱缔结了一份协议，多年来一直让他们的关系受益良多。
第53章：规则、协议和边界,part5/5.53.md,033,你可以拥有一段美妙绝伦的单偶制关系，这段关系也不必与任何人的关系一样。,你可以拥有一段美妙绝伦的单偶制关系，这段关系也不必和任何人的单偶制关系一模一样。
第53章：规则、协议和边界,part5/5.53.md,034,（Bernd Jürgen Armando Brandes）明确同意的情况下将其杀死并吃掉。,（Bernd Jürgen Armando Brandes）表面（看似）同意的情况下将其杀死并吃掉。
第53章：规则、协议和边界,part5/5.53.md,035,他最终被判处无期徒刑，不得假释。<br/>在英国，仍然存在一些管制条款，限制某些双方同意的性行为、以及拍摄某些双方同意的性行为之视频。,他最终被判处无期徒刑，不得假释。<br/>译注：在英国，仍然存在一些管制条款，限制某些双方同意的性行为、以及拍摄某些双方同意的性行为之视频。
第53章：规则、协议和边界,part5/5.53.md,036,"其中""sex, drug and rock n roll""是一个习语","其中""sex, drugs and rock n roll""是一个习语"
第53章：规则、协议和边界,part5/5.53.md,037,全文引文之间多处孤立的 `>` 空行（blockquote 分隔标记）,已删除这些孤立的 `>` 行，引文段落直接衔接
第53章：规则、协议和边界,part5/5.53.md,038,> 1. 现成的…… / > 2. 一开始是有的…… / > 3. 心照不宣……（三条列表项带有 `>` 引用前缀）,1. 现成的…… / 2. 一开始是有的…… / 3. 心照不宣……（普通有序列表，去掉 `>` 前缀）
第55章：一票否决权,part5/5.55.md,001,在Poly领域，很多人都会同意否决权这件事，而结果几乎总是令人叹息。,在多边恋的圈子里，凡是约定了否决权的，结果几乎总是令人叹息。
第55章：一票否决权,part5/5.55.md,002,每当我进入一段恋爱关系的时候，我都会尽量让他们（我的伴侣们）相互见面，这样，,每当我进入一段恋爱关系的时候，我都会尽量让新伴侣去见见我那两位（现有伴侣），这样，
第55章：一票否决权,part5/5.55.md,003,摩根（Morgan）已经告诉她的伴侣们，只要有谁觉得她迷失在NRE中，而这对她的身心健康确实构成了风险，他们就有权否决掉她的新伴侣。,摩根（Morgan）已经告诉她的伴侣们，只要有谁觉得，在她迷失在NRE期间，有谁对她的身心健康构成了真实的风险，他们就有权否决掉她的新伴侣。
第55章：一票否决权,part5/5.55.md,004,但经验表明，否决权至少在维护关系的同时，也有可能破坏关系。,但经验表明，否决权破坏一段关系的可能性，至少不亚于它维持关系的可能性。
第55章：一票否决权,part5/5.55.md,005,一票否决就是强迫别人去伤害他自己的心,否决权就是强迫别人伤自己的心
第55章：一票否决权,part5/5.55.md,006,你是想用强力限制你爱的人,你是想限制你爱的人
第55章：一票否决权,part5/5.55.md,007,（通常是为了获得某种确定性或安全感）,（通常是为了获得某种貌似确定或安全的表象）
第55章：一票否决权,part5/5.55.md,008,所以，如果你爱一朵花，就不要动它。,所以，如果你爱一朵花，就顺其自然，不要去动它。
第55章：一票否决权,part5/5.55.md,009,噢我的天啊。,哎呀。
第55章：一票否决权,part5/5.55.md,011,此外，这并不是摩根的伴侣们设置的、使她不会被伴侣们自身的不安全感所影响而设立的机制。,此外，这也不是摩根的伴侣们为了保护她免受自身不安感的影响而设立的机制。
第55章：一票否决权,part5/5.55.md,012,他们对摩根有着*如此程度的*安全感，以至于摩根相信他们会对她爱上的人做出客观的评价。,他们和摩根在一起时是那么安心，以至于摩根相信他们会对她爱上的人做出客观的评价。
第55章：一票否决权,part5/5.55.md,013,控制我们所爱的人的行为，似乎可以让他们、让我们都能感到安全。,控制我们所爱的人的行为，似乎是留住他们、并保护我们自己安全的一种方式。
第55章：一票否决权,part5/5.55.md,014,邓宁—克鲁格效应（L43）与邓宁·克鲁格效应（L45）,邓宁-克鲁格效应（L43、L45统一标点，L71原已为邓宁-克鲁格效应）
第55章：一票否决权,part5/5.55.md,015,最终成为真正的专家，用更高水平的自我意识和鉴定能力，去认识自己所掌握知识、技能的范围和局限性。,最终，真正的专家会拥有高得多的自我意识，也更懂得认识自身知识和技能的范围与局限。
第55章：一票否决权,part5/5.55.md,019,我认为，在恋爱的领域，我们必须非常小心地使用否决权。,我认为，正是在这种情形下，我们对否决权必须格外小心。
第55章：一票否决权,part5/5.55.md,020,如果你发现自己想要行使否决权，或者有人对你行使否决权,如果你发现自己想对别人施加否决，或者有人对你行使否决权
第56章：承诺与献身,part5/5.56.md,001,不会忘记洗衣服,不会忘记洗碗
第56章：承诺与献身,part5/5.56.md,002,并不是尊重他们对各自配偶的承诺,并没有履行他们对各自配偶的承诺
第56章：承诺与献身,part5/5.56.md,003,人们心中真的狠害怕做出这种选择,人们心中真的很害怕做出这种选择
第56章：承诺与献身,part5/5.56.md,004,*对行动的*承诺，关键不在于承诺的内容,*对行动（或不行动）的*承诺，关键不在于承诺的内容
第56章：承诺与献身,part5/5.56.md,005,但这是只是对行动的承诺。,但这只是对行动的承诺。
第56章：承诺与献身,part5/5.56.md,006,（制作承诺要点列表以 > 引用块格式渲染）,（改为普通无序列表，去掉 > 引用块格式）
第56章：承诺与献身,part5/5.56.md,007,她眼下的这段恋爱关系，可以追溯到12年前。,她目前的几段关系，最长的可以追溯到12年前。
第56章：承诺与献身,part5/5.56.md,008,“承诺”（commitment）一个让人稍感困惑的词,“承诺”（commitment）是一个让人稍感困惑的词
第56章：承诺与献身,part5/5.56.md,009,如果关系结束了，我将如何做好自己。,如果关系结束，我将如何自处（行事）。
第56章：承诺与献身,part5/5.56.md,010,有一个核心的、首要的承诺，去指引自己的“*怎么做*（*how* *to*）”，有助于她确保生活中的每个人都能得到公平、一致的对待。,对“如何行事”怀有一项核心的、总揽全局的承诺，有助于她确保生活中的每个人都能得到公平、一致的对待。
第56章：承诺与献身,part5/5.56.md,011,我们甚至可能无法完全确定自己对某人究竟承诺献身到什么程度了，直到我们需要做点什么事的时候。,我们甚至可能无法完全确定自己对某人究竟承诺献身到什么程度了，直到需要将之付诸行动之时。
第56章：承诺与献身,part5/5.56.md,012,而那个宝贝在街上喝了两杯黑比诺[^1]之后摔倒在地，进了急诊室的时候,而那个宝贝多喝了两杯黑比诺[^1]之后摔倒在街上，进了急诊室的时候
第56章：承诺与献身,part5/5.56.md,013,即使是达芬奇和米开朗基罗也必须工作来支付账单,即使是达·芬奇和米开朗基罗也必须工作来支付账单
第56章：承诺与献身,part5/5.56.md,014,我们做出*对行动的*承诺，有很多种方式。,我们做出*对人的*承诺，有很多种方式。
第56章：承诺与献身,part5/5.56.md,015,你可以尝试把这一点写进协议，但只有真正能做得到，才算是真的有效。,你可以尝试把这一点写进协议，但真正让承诺成为现实的，是去身体力行。
第56章：承诺与献身,part5/5.56.md,016,对于那些愿意为我们做些什么的人，我们期望对方可以给我们的承诺,对于那些愿意为我们做些什么的人，我们期望对方给我们的承诺
第56章：承诺与献身,part5/5.56.md,017,"主演的电影[《明年此时》（Same time, Next year）]","主演的电影[《明年此时》（Same Time, Next Year）]"
第56章：承诺与献身,part5/5.56.md,018,只有当你通过婚姻进入了特权阶级时，才提的上尊重什么的。,只有当你通过婚姻进入了特权阶级时，才谈得上尊重之类。
第56章：承诺与献身,part5/5.56.md,019,她发言的立场是这样的：作为一名女性，她的个人背景和社会环境能够独立满足自己的生理和安全需求，所以她觉得承诺更多地是为了实现自己的更高需求。,她发言的立场是这样的：作为一名具有她那般背景和处境的女性，她能够独立满足自己的生理与安全需求，所以她觉得承诺更多地是为了实现自己的更高需求。
第56章：承诺与献身,part5/5.56.md,020,如果超越单偶制的传统规范，很显然我们完全可以对多个人做出并履行承诺。,很明显，在单偶制规范之外，对多个人做出并履行承诺是完全可能的。
第56章：承诺与献身,part5/5.56.md,021,他们承诺的这件特定的事情，对双方都有意义（尽管意义有限）。这就是所谓的彗星恋人关系。,对一件相当特定、范围有限之事的长久承诺，但对两人而言依然有意义。这就是所谓的彗星恋人关系。
第56章：承诺与献身,part5/5.56.md,022,- 比起“承诺去如何感受、如何想”，更现实的做法是“承诺去如何做”。,- 比起“承诺去感受什么”，通常不如“承诺去做什么”来得现实。
第56章：承诺与献身,part5/5.56.md,023,为了生存，他只能先去他的艺术，去制造大规模杀伤性武器来搞点钱,为了生存，他只能先去他娘的艺术，去制造大规模杀伤性武器来搞点钱
第56章：承诺与献身,part5/5.56.md,024,我将设计投石车、重弩、抛石机,我将设计投石车、弩炮、抛石机
第57章：POLY关系的庆祝仪式,part5/5.57.md,001,这对他们来重大意义,这对他们来说意义重大
第57章：POLY关系的庆祝仪式,part5/5.57.md,002,我对你们中一半人的了解程度，不如我想要了解的程度的一半，,我连你们中一半的人，都不及我想要的那般了解，
第57章：POLY关系的庆祝仪式,part5/5.57.md,003,人道主义者,人文主义（者）
第57章：POLY关系的庆祝仪式,part5/5.57.md,004,在我主持过的每一场婚礼中,在我主持过的每一场绑手礼中
第57章：POLY关系的庆祝仪式,part5/5.57.md,005,你突然想到了其他事情，也不要感到惊讶,别的感受突然击中了你，也不要感到惊讶
第57章：POLY关系的庆祝仪式,part5/5.57.md,006,即便不被法律承认、但至少也为世人所认可的承诺,明确、即便没有法律约束力的承诺
第57章：POLY关系的庆祝仪式,part5/5.57.md,007,庆祝重要的事情，也许是一种超越时间和文化的深层人性。所有的仪式，正如人们对更主流的庆祝活动所期待的那样，都具有共同的元素。,这也许是一种超越时空与文化的深层人性共性，但所有仪式，正如人们对更主流的庆祝活动所期待的那样，都具有共同的元素。
第57章：POLY关系的庆祝仪式,part5/5.57.md,008,消费主义者,消费主义
第57章：POLY关系的庆祝仪式,part5/5.57.md,009,如果不出意外，合意非单偶制也是一个机会（又来了），,至少，合意非单偶制也是一个机会（又来了），
第57章：POLY关系的庆祝仪式,part5/5.57.md,010,绑手礼一个优点是，,绑手礼的一个优点是，
第57章：POLY关系的庆祝仪式,part5/5.57.md,011,因为它是你们生命中很重要的一部分，,因为它是你生命中很重要的一个组成部分，
第57章：POLY关系的庆祝仪式,part5/5.57.md,012,帮助设计和主持两人或多人的仪式，希望找到一种纪念他们关系的方式。,帮助设计和主持两人或多人的仪式，因为这些客户希望找到某种方式来纪念他们的关系。
第57章：POLY关系的庆祝仪式,part5/5.57.md,013,在此之下，我们依然可以明显地看到人们努力使这些活动变得非常个性化,但这不应掩盖人们为使其非常个性化而付出的努力
第57章：POLY关系的庆祝仪式,part5/5.57.md,014,这些节日位于至日和分点之间,这些节日位于至日和分日之间
第57章：POLY关系的庆祝仪式,part5/5.57.md,015,你要去参加夏洛特的舞会，吃蛋糕，开派对，吃蛋糕，穿礼服，还有所有的一切。,你会去参加舞会的，夏洛特[^5]，吃蛋糕，开派对，吃蛋糕，穿礼服，还有所有的一切。
第57章：POLY关系的庆祝仪式,part5/5.57.md,016,这是一种“先做后看”的婚姻方式。,这是一种“先试再说”的婚姻方式。
第57章：POLY关系的庆祝仪式,part5/5.57.md,017,无论是基督教、穆斯林、印度教、锡克教、佛教、道教、人文主义（者），还是纯粹的消费主义，,无论是基督教的、穆斯林的、印度教的、锡克教的、佛教的、道教的、人道主义的，还是纯粹的消费主义的，
第57章：POLY关系的庆祝仪式,part5/5.57.md,018,教堂婚礼和公证婚礼中也越来越常见。,教堂婚礼和民事婚礼中也越来越常见。
第57章：POLY关系的庆祝仪式,part5/5.57.md,019,（无，新增脚注）,"[^5]: 译注：此句化用童话《灰姑娘》中仙女教母的名言 ""You shall go to the ball!""（你定能去参加舞会！），此处作者借用来打趣夏洛特即将为自己举办婚礼。"
第58章：日程安排,part5/5.58.md,001,如果你的约会的对象是两个、三个或更多,如果你的约会对象是两个、三个或更多
第58章：日程安排,part5/5.58.md,002,正如人们常说的一句话,正如Poly圈里大家常说的一句话
第58章：日程安排,part5/5.58.md,003,于是，这就配上了！,于是，这就成了！
第58章：日程安排,part5/5.58.md,004,每隔几个月会去公司的伦敦办公室工作几天,每隔一两个月会去公司的伦敦办公室工作几天
第58章：日程安排,part5/5.58.md,005,我选对象真的会考虑很多很多事情，其中有一条，就是她会希望我在什么时候去陪她。,我选对象真的会考虑很多很多事情，其中有一条（衡量标准），就是她会希望我在什么时候去陪她。
第58章：日程安排,part5/5.58.md,006,乔蕾斯（Joreth）则恰恰相反,乔勒斯（Joreth）则恰恰相反
第58章：日程安排,part5/5.58.md,007,我都不用看谷歌日历才能拿得准我们是否有空见面,我都不用看谷歌日历就能拿得准我们是否有空见面
第58章：日程安排,part5/5.58.md,008,看看合意非单偶制的流行过程，与在线日历和日程APP的普及程度，到底有多同步,看看合意非单偶制的流行过程，与在线日历和日程APP的普及，到底有多同步
第58章：日程安排,part5/5.58.md,009,就会有人我发信息或打电话说,就会有人给我发信息或打电话说
第58章：日程安排,part5/5.58.md,010,对她来说，这也是为了确保丈夫和孩子也能分享到她的爱。,对她来说，这也是为了确保丈夫和孩子也能分到她的一份（时间与精力）
第59章：合意非单偶制的政治,part6/6.59.md,001,但会因性别和性取向的不同而变化。”[^1],但会因性别和性取向的不同而变化。”[^2]
第59章：合意非单偶制的政治,part6/6.59.md,002,不平等的、专制的权力分配,不平等的、专横的权力分配
第59章：合意非单偶制的政治,part6/6.59.md,003,人们可以、而且很多人确实也做到了：大过那些分裂他们的事物，也大过那些试图制造分裂的人。,人们可以、而且常常确实超越那些分裂他们的事物，也超越那些试图制造分裂的人。
第59章：合意非单偶制的政治,part6/6.59.md,004,十多年过去了，人们对造成2008年金融危机和随后十年经济萧条的银行家们的愤怒,事后过了十多年再回看，人们对那些草率酿成2008年金融危机及其后十年经济萧条的银行家们的愤怒
第59章：合意非单偶制的政治,part6/6.59.md,005,造成2008年金融危机和随后十年经济萧条的银行家们的愤怒,那些草率酿成2008年金融危机及其后十年经济萧条的银行家们的愤怒
第59章：合意非单偶制的政治,part6/6.59.md,006,但在一些关键的方面，我不确定者是否依然成立。,但在一些关键的方面，我不确定这是否依然成立。
第59章：合意非单偶制的政治,part6/6.59.md,007,其实我也可以轻飘飘的说一句：非单偶制世界是单偶制世界的反映。,其实我也可以轻飘飘地说一句：非单偶制世界是单偶制世界的反映。
第59章：合意非单偶制的政治,part6/6.59.md,008,无数人极度缺失安全感。阶级对人际关系很重要。,无数人极度缺失安全感。这不可避免地在塑造着我们的人际关系。阶级对人际关系很重要。
第59章：合意非单偶制的政治,part6/6.59.md,009,缺少能听到的女性声音的种类。她说，,缺少能听到的女性声音的种类。她（转述其大意）说，
第59章：合意非单偶制的政治,part6/6.59.md,010,财富越少，受人尊敬的程度在社会资本中的价值占比也就越高。,财富越少，体面就越发成为你社会资本中有价值的一部分。
第59章：合意非单偶制的政治,part6/6.59.md,011,但有钱肯定会让人们有更多的选择，实践自己的想法也会轻松很多。,但有钱肯定会让人们有更多的选择，实际操作也更简便。
第59章：合意非单偶制的政治,part6/6.59.md,012,以及人们（几乎所有人）和超级富豪之间日益扩大的鸿沟,以及一小撮超级富豪与几乎所有人之间日益扩大的鸿沟
第59章：合意非单偶制的政治,part6/6.59.md,013,你很难感觉自己是个男人。,你很难感觉自己还是从小被教育要成为的那个男人。
第59章：合意非单偶制的政治,part6/6.59.md,014,并且与你建立关系的这个人，可能正经历这些问题，那么心中有所认识还是有用的。,而你的伴侣会受到其中某些处境（考量）的影响，那么心中有所认识还是有用的。
第59章：合意非单偶制的政治,part6/6.59.md,015,我google搜了一下也没有搜到。,我在谷歌上搜了一下也没有搜到。
第59章：合意非单偶制的政治,part6/6.59.md,016,它也在碰撞婚姻、家庭、法律和社会想像里那些被默认为唯一正确的东西。,它也在碰撞婚姻、家庭、法律和社会想象里那些被默认为唯一正确的东西。
第59章：合意非单偶制的政治,part6/6.59.md,017,但坦率地说，他们要处理的狗屁事情已经太多了。最好还是保持平静的生活吧。,但坦率地说，他们要处理的狗屁事情已经太多了。最好还是选择过（更）平静一点的生活。
第59章：合意非单偶制的政治,part6/6.59.md,018,或者是以黑人的身份做一个种族培训，你也必须是友善的人。,或者是以黑人的身份做一场关于种族的培训，你也必须是友善的人。
第59章：合意非单偶制的政治,part6/6.59.md,019,人们会认为，那些表面上开明、“觉醒”、选择了非单偶制的人，会创造出一个能够很好地处理多样性问题的社区。,我们总希望，那些表面上开明、“觉醒”、选择了非单偶制的人，会创造出一个能够很好地处理多样性问题的社区。
第六部分标题页,part6/6.0.title.md,001,第六部分的标题是“That's politics, innit?”，典故来自1987年的英国电影《我与长指甲》（``Withnail and I``）,第六部分的标题是“It's Political, Innit?!”，典故出自1987年的英国电影《我与长指甲》（Withnail and I）
第六部分标题页,part6/6.0.title.md,002,说出了那句经典的台词： ``That's politics," innit?""``""","说出了那句经典的台词：“That's politics, innit?”"
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,001,而且蠢得不讨人喜欢。,而且挺讨厌的。
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,002,这有点像世纪之交时期的，巴黎的那些左翼艺术家，让·保罗·萨特,这有点像世纪之交时期的，巴黎左岸的那些艺术家，让·保罗·萨特
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,003,因此双方都有更多的自主权。,因此双方都有更大的回旋余地。
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,004,如果不是和我谈过的那些人、 以及BDSM圈子的朋友们,如果不是和我一起玩过的那些人、 以及BDSM圈子的朋友们
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,005,我认为这确实有点，如果你看看这个局面,我认为这确实有一定作用，如果你看看这个圈子
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,006,时间，用一句老话来说来说，就是金钱。,时间，用一句老话来说，就是金钱。
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,007,魔法哥（Magick）可能符合其中的大多数要求，但他不是中产阶级。,魔法哥或许具备其中大部分特质，但他不是中产阶级。
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,008,如果你翻阅一下书末的受访者简历,如果你翻阅一下书末的受访者人物小传
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,009,其中大部分是科技、工程和数学学科的博士,其中大部分是科学、技术、工程和数学学科的博士
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,010,但人们却假装不需要,但人们却假装它并不花钱
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,011,那你们的能力范围就会真的有限。,那你的能力范围就会真的有限。
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,012,比起“合乎道德的非单偶制”，他们更重要的事情要操心。,比起“合乎道德的非单偶制”，他们可能还有更重要的其他事情要操心。
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,013,会担心自己是否有能力在经济上承担得起约会时的义务,担心自己是否有能力负担得起约会的开销
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,014,支付维持一段关系所需的大部分费用,支付维持一段关系所需费用的大头
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,015,经济上的差距确实会造成一些不好的影响。,经济上的差距真的会打乱这种平等。
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,016,但它已经成为一种时髦,它已经变成一种略带“文艺青年”色彩的东西
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,017,为什么多边关系不是工人阶级的事情,为什么多边关系没有更多地成为工人阶级的事情
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,018,这就是为什么我们要联合起来，争取战斗的机会,这就是为什么我们要联合起来，以求有一战之力。
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,019,丽兹·鲍威尔（Liz Powell）所说的“创造大团结的运动（movements towards creating greater inclusion）”,丽兹·鲍威尔（Liz Powell）所说的“创造大团结的运动（movements towards creating greater inclusion）[^10]”，并新增脚注[^10]注明原文与直译
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,020,虽然两人都享受了受到良好教育的特权,虽然两人都享有良好教育带来的特权
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,021,**比如**我通过Poly恋人们建立了一个家庭,比如我通过Poly恋人们建立了一个家庭（删除译者所加加粗）
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,022,我可能会流落街头，甚至死掉,我早就流落街头，而且很可能已经死了
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,023,那些人、 以及,那些人、以及（删除顿号后空格）
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,024,……也是一位对主流文化和政治保持批判态度的思想家,……也是一位对主流文化和政治保持批判态度的思想家。（补句号）
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,025,各译注来源标注不统一（含“以下来自Gemini生成”“此段译文由Gemini生成”等不同写法）,统一为“（来源：Gemini生成）”
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,026,无论他们来自欧洲、亚洲、非洲、澳洲还是美洲,无论他们来自欧洲、亚洲、非洲、大洋洲[^1]还是美洲，并新增脚注[^1]解释 Australasia
第60章：金钱、阶级和社会鸿沟,part6/6.60.md,027,脚注序号原按文件旧序[^1]–[^9]排列,因新增[^1]、[^10]两处脚注，全部脚注按文中出现顺序重排为[^1]–[^11]
第61章：性别、性别角色和女权主义,part6/6.61.md,001,"（整句漏译，原文：Yet the world of men as lone, horny-handed breadwinners or smoking-jacketed masters of their own wine cellars isn't coming back.）",然而，那种男人作为孤独的、满手老茧的养家者，或是身着吸烟装、主宰自家酒窖的男主人的世界，不会再回来了。
第61章：性别、性别角色和女权主义,part6/6.61.md,002,不是因为你是个男人，我们其实也喜欢男人，而是因为你这个人不够好（nice）,不是因为你是个男人、我们对男人有意见，而是因为你这个人不够好（nice）
第61章：性别、性别角色和女权主义,part6/6.61.md,003,就觉得好像是女性在享受全部的乐趣，女性有各种性爱的需求，非单偶制就是让女性受益的事情,就觉得好像是女性在享受全部的乐趣，在性方面备受追捧，非单偶制就是让女性受益的事情
第61章：性别、性别角色和女权主义,part6/6.61.md,004,相反，他们坚持要回到一个已经不复存在的世界，无视这个世界的现实：当今的经济发展程度，甚至只论社会对各种技能的需求，本身就会吸引女性进入职场并提升她们，更不用说他们也不会在意女性对社会平等、政治平等和经济平等的需求。,相反，他们坚持要回到一个已经不复存在的世界，无视这样一个事实：即便没有对社会、政治、经济平等的更广泛诉求，单凭经济与技能需求本身，也早就把女性拉进职场并提升了她们。
第61章：性别、性别角色和女权主义,part6/6.61.md,005,CNM并不拒绝那些于那些想坚持传统性别角色、或者对交流和情感投入感到不舒服的人。,CNM并不拒绝那些想坚持传统性别角色、或者对交流和情感投入感到不舒服的人。
第61章：性别、性别角色和女权主义,part6/6.61.md,006,也没有学会和他人的情感建立健康的关系,也没有学会与他人建立健康的关系
第61章：性别、性别角色和女权主义,part6/6.61.md,007,这尤其是让那些自我认同不是异性恋男性的人受益匪浅，并把单偶制文化中不存在的自由赋予了女性。,这尤其让那些不自我认同为异性恋男性的人受益更多，并把单偶制文化中不存在的自由赋予了女性。
第61章：性别、性别角色和女权主义,part6/6.61.md,009,很多人随心所欲地给自己贴标签，只要这种标签能为其带来自己想要的东西：,很多人会声称自己是任何他们认为能蒙混过关的身份，只要这能让他们得偿所愿：
第61章：性别、性别角色和女权主义,part6/6.61.md,010,但我觉得非单偶制的本质并不是什么平等主义，它只是意味着你要和伴侣协商出你们同意的事情。,但我觉得非单偶制的本质并不是任何形式的平等，它只是意味着你要和伴侣协商出你们同意的事情。
